   -0.76796096E+01    0.00000000E+00
   -0.66796096E+01    0.11972892E-02
   -0.66404163E+01    0.19153269E-02
   -0.66012229E+01    0.18998346E-02
   -0.65620296E+01    0.30430470E-02
   -0.65228363E+01    0.32511914E-02
   -0.64836430E+01    0.38495441E-02
   -0.64444496E+01    0.31951169E-02
   -0.64052563E+01    0.37120975E-02
   -0.63660630E+01    0.36166961E-02
   -0.63268697E+01    0.28415632E-02
   -0.62876764E+01    0.30069944E-02
   -0.62484830E+01    0.29801514E-02
   -0.62092897E+01    0.28710016E-02
   -0.61700964E+01    0.32917957E-02
   -0.61309031E+01    0.31482319E-02
   -0.60917098E+01    0.33586285E-02
   -0.60525164E+01    0.54079146E-02
   -0.60133231E+01    0.61260605E-02
   -0.59741298E+01    0.61463834E-02
   -0.59349365E+01    0.71597015E-02
   -0.58957432E+01    0.49760090E-02
   -0.58565498E+01    0.54439787E-02
   -0.58173565E+01    0.59610973E-02
   -0.57781632E+01    0.49007623E-02
   -0.57389699E+01    0.52503279E-02
   -0.56997766E+01    0.50224008E-02
   -0.56605832E+01    0.47595711E-02
   -0.56213899E+01    0.51356363E-02
   -0.55821966E+01    0.43729338E-02
   -0.55430033E+01    0.45887337E-02
   -0.55038100E+01    0.47944092E-02
   -0.54646166E+01    0.54045045E-02
   -0.54254233E+01    0.54075042E-02
   -0.53862300E+01    0.54833232E-02
   -0.53470367E+01    0.52010451E-02
   -0.53078433E+01    0.56962057E-02
   -0.52686500E+01    0.52122128E-02
   -0.52294567E+01    0.56415720E-02
   -0.51902634E+01    0.54074515E-02
   -0.51510701E+01    0.65093640E-02
   -0.51118767E+01    0.64166597E-02
   -0.50726834E+01    0.52213924E-02
   -0.50334901E+01    0.52070703E-02
   -0.49942968E+01    0.49087255E-02
   -0.49551035E+01    0.47376420E-02
   -0.49159101E+01    0.53038242E-02
   -0.48767168E+01    0.49238294E-02
   -0.48375235E+01    0.51861024E-02
   -0.47983302E+01    0.53188355E-02
   -0.47591369E+01    0.53532589E-02
   -0.47199435E+01    0.58445706E-02
   -0.46807502E+01    0.47868341E-02
   -0.46415569E+01    0.53255643E-02
   -0.46023636E+01    0.51314279E-02
   -0.45631703E+01    0.47972706E-02
   -0.45239769E+01    0.49918063E-02
   -0.44847836E+01    0.47460118E-02
   -0.44455903E+01    0.41779828E-02
   -0.44063970E+01    0.46320179E-02
   -0.43672036E+01    0.42156228E-02
   -0.43280103E+01    0.47925890E-02
   -0.42888170E+01    0.46139447E-02
   -0.42496237E+01    0.44233051E-02
   -0.42104304E+01    0.42175120E-02
   -0.41712370E+01    0.42673960E-02
   -0.41320437E+01    0.43545066E-02
   -0.40928504E+01    0.44628112E-02
   -0.40536571E+01    0.47363976E-02
   -0.40144638E+01    0.45482867E-02
   -0.39752704E+01    0.45559281E-02
   -0.39360771E+01    0.46109195E-02
   -0.38968838E+01    0.46910714E-02
   -0.38576905E+01    0.43196527E-02
   -0.38184972E+01    0.44680979E-02
   -0.37793038E+01    0.46200227E-02
   -0.37401105E+01    0.45536530E-02
   -0.37009172E+01    0.43792836E-02
   -0.36617239E+01    0.45864742E-02
   -0.36225306E+01    0.46362510E-02
   -0.35833372E+01    0.48944669E-02
   -0.35441439E+01    0.41457327E-02
   -0.35049506E+01    0.41568074E-02
   -0.34657573E+01    0.42687110E-02
   -0.34265640E+01    0.42702881E-02
   -0.33873706E+01    0.43885017E-02
   -0.33481773E+01    0.43043179E-02
   -0.33089840E+01    0.42129602E-02
   -0.32697907E+01    0.42905861E-02
   -0.32305973E+01    0.43154885E-02
   -0.31914040E+01    0.43573037E-02
   -0.31522107E+01    0.73708176E-02
   -0.31130174E+01    0.47172799E-02
   -0.30738241E+01    0.44905009E-02
   -0.30346307E+01    0.44858194E-02
   -0.29954374E+01    0.44161053E-02
   -0.29562441E+01    0.44424615E-02
   -0.29170508E+01    0.42571730E-02
   -0.28778575E+01    0.42481773E-02
   -0.28386641E+01    0.42256184E-02
   -0.27994708E+01    0.42127293E-02
   -0.27602775E+01    0.42283078E-02
   -0.27210842E+01    0.42482209E-02
   -0.26818909E+01    0.42571432E-02
   -0.26426975E+01    0.42816228E-02
   -0.26035042E+01    0.42771105E-02
   -0.25643109E+01    0.42721594E-02
   -0.25251176E+01    0.42876326E-02
   -0.24859243E+01    0.42871227E-02
   -0.24467309E+01    0.42955258E-02
   -0.24075376E+01    0.43526828E-02
   -0.23683443E+01    0.43512213E-02
   -0.23291510E+01    0.43365885E-02
   -0.22899577E+01    0.43422406E-02
   -0.22507643E+01    0.44011175E-02
   -0.22115710E+01    0.44307082E-02
   -0.21723777E+01    0.43266816E-02
   -0.21331844E+01    0.43734653E-02
   -0.20939910E+01    0.43047491E-02
   -0.20547977E+01    0.43153485E-02
   -0.20156044E+01    0.43094015E-02
   -0.19764111E+01    0.43094006E-02
   -0.19372178E+01    0.43085718E-02
   -0.18980244E+01    0.43131785E-02
   -0.18588311E+01    0.43113571E-02
   -0.18196378E+01    0.43058410E-02
   -0.17804445E+01    0.43056411E-02
   -0.17412512E+01    0.43049182E-02
   -0.17020578E+01    0.43211663E-02
   -0.16628645E+01    0.43214051E-02
   -0.16236712E+01    0.43224762E-02
   -0.15844779E+01    0.43222073E-02
   -0.15452846E+01    0.43221901E-02
   -0.15060912E+01    0.43221525E-02
   -0.14668979E+01    0.43214911E-02
   -0.14277046E+01    0.43242257E-02
   -0.13885113E+01    0.43239955E-02
   -0.13493180E+01    0.43240126E-02
   -0.13101246E+01    0.43239947E-02
   -0.12709313E+01    0.43239929E-02
   -0.12317380E+01    0.43240031E-02
   -0.11925447E+01    0.43240107E-02
   -0.11533514E+01    0.43241149E-02
   -0.11141580E+01    0.43235060E-02
   -0.10749647E+01    0.43228687E-02
   -0.10357714E+01    0.43228916E-02
   -0.99657807E+00    0.43229076E-02
   -0.95738475E+00    0.43251860E-02
   -0.91819143E+00    0.46353716E-02
   -0.87899811E+00    0.46353188E-02
   -0.83980479E+00    0.46353220E-02
   -0.80061147E+00    0.46353103E-02
   -0.76141814E+00    0.46353049E-02
   -0.72222482E+00    0.46358080E-02
   -0.68303150E+00    0.46358088E-02
   -0.64383818E+00    0.46357867E-02
   -0.60464486E+00    0.46358228E-02
   -0.56545154E+00    0.46358341E-02
   -0.52625822E+00    0.46358374E-02
   -0.48706490E+00    0.46358433E-02
   -0.44787158E+00    0.46358430E-02
   -0.40867826E+00    0.46358356E-02
   -0.36948494E+00    0.46358324E-02
   -0.33029162E+00    0.46358327E-02
   -0.29109830E+00    0.46358329E-02
   -0.25190498E+00    0.46358329E-02
   -0.21271165E+00    0.46358329E-02
   -0.17351833E+00    0.46358328E-02
   -0.13432501E+00    0.46358361E-02
   -0.95131692E-01    0.46358361E-02
   -0.55938372E-01    0.46358359E-02
   -0.16745051E-01    0.46358320E-02
    0.22448270E-01    0.46358303E-02
    0.61641590E-01    0.46358303E-02
    0.10083491E+00    0.46358788E-02
    0.14002823E+00    0.46358718E-02
    0.17922155E+00    0.46362502E-02
    0.21841487E+00    0.46362499E-02
    0.25760819E+00    0.46362505E-02
    0.29680151E+00    0.46362505E-02
    0.33599484E+00    0.46362505E-02
    0.37518816E+00    0.46362505E-02
    0.41438148E+00    0.46362505E-02
    0.45357480E+00    0.46362505E-02
    0.49276812E+00    0.46362504E-02
    0.53196144E+00    0.46362505E-02
    0.57115476E+00    0.46362505E-02
    0.61034808E+00    0.46362505E-02
    0.64954140E+00    0.46362505E-02
    0.68873472E+00    0.46362505E-02
    0.72792804E+00    0.46362505E-02
    0.76712136E+00    0.46362505E-02
    0.80631468E+00    0.46362501E-02
    0.84550800E+00    0.46362501E-02
    0.88470133E+00    0.46362501E-02
    0.92389465E+00    0.46362501E-02
    0.96308797E+00    0.46362501E-02
    0.10022813E+01    0.46362501E-02
    0.10414746E+01    0.46362501E-02
    0.10806679E+01    0.46362501E-02
    0.11198612E+01    0.46362501E-02
    0.11590546E+01    0.46362501E-02
    0.11982479E+01    0.46362501E-02
    0.12374412E+01    0.46362501E-02
    0.12766345E+01    0.46362501E-02
    0.13158279E+01    0.46362501E-02
    0.13550212E+01    0.46362501E-02
    0.13942145E+01    0.46362501E-02
    0.14334078E+01    0.46362501E-02
    0.14726011E+01    0.46362501E-02
    0.15117945E+01    0.46362501E-02
    0.15509878E+01    0.46362501E-02
    0.15901811E+01    0.46362489E-02
    0.16293744E+01    0.46362489E-02
    0.16685677E+01    0.46362489E-02
    0.17077611E+01    0.46362489E-02
    0.17469544E+01    0.46362489E-02
    0.17861477E+01    0.46362489E-02
    0.18253410E+01    0.46362489E-02
    0.18645343E+01    0.46362489E-02
    0.19037277E+01    0.46362489E-02
    0.19429210E+01    0.46362489E-02
    0.19821143E+01    0.46362489E-02
    0.20213076E+01    0.46362489E-02
    0.20605009E+01    0.46362489E-02
    0.20996943E+01    0.46362489E-02
