26.3158	0.243363
26.3158	0.349558
27.6316	0.150442

38.1579	0.300885
38.1579	0.40708
38.1579	0.199115

47.3684	0.150442
50	0.261062
48.6842	0.0221239

60.5263	0.199115
60.5263	0.30531
60.5263	0.0929204

71.0526	0.128319
71.0526	0.238938
71.0526	0.0176991

81.5789	0.504425
81.5789	0.615044
81.5789	0.393805

92.1053	0.327434
92.1053	0.438053
92.1053	0.221239

103.947	0.106195
103.947	0.207965
103.947	0.00442478

115.789	-0.0353982
115.789	0.079646
114.474	-0.150442

126.316	0.300885
126.316	0.420354
126.316	0.190265

138.158	0.269912
136.842	0.384956
138.158	0.150442

148.684	0.292035
147.368	0.402655
147.368	0.181416

159.211	0.185841
159.211	0.29646
157.895	0.0840708

169.737	0.234513
169.737	0.345133
169.737	0.119469

180.263	0.384956
180.263	0.504425
180.263	0.265487

192.105	0.0973451
192.105	0.20354
192.105	-0.0221239

203.947	0.141593
203.947	0.256637
203.947	0.0265487

213.158	0.411504
214.474	0.50885
214.474	0.309735

225	0.247788
226.316	0.367257
225	0.132743

236.842	0.212389
236.842	0.318584
235.526	0.10177

247.368	0.119469
247.368	0.238938
247.368	-0.00442478

257.895	0.336283
257.895	0.455752
257.895	0.221239

269.737	0.318584
268.421	0.438053
269.737	0.19469

280.263	0.269912
280.263	0.393805
278.947	0.141593

290.789	0.384956
290.789	0.504425
290.789	0.265487

302.632	0.371681
301.316	0.495575
302.632	0.252212

313.158	0.318584
313.158	0.442478
313.158	0.190265

325	0.221239
325	0.345133
325	0.106195

335.526	0.349558
335.526	0.482301
335.526	0.221239

346.053	0.371681
346.053	0.49115
346.053	0.256637

356.579	0.411504
356.579	0.535398
356.579	0.283186

367.105	0.309735
367.105	0.438053
367.105	0.176991

378.947	0.323009
380.263	0.442478
378.947	0.190265

390.789	0.619469
390.789	0.743363
390.789	0.495575

401.316	0.561947
400	0.685841
401.316	0.433628

411.842	0.469027
411.842	0.588496
411.842	0.349558

422.368	0.163717
423.684	0.283186
422.368	0.0442478

434.211	0.39823
432.895	0.517699
434.211	0.278761

446.053	0.548673
446.053	0.672566
443.421	0.424779

456.579	0.49115
456.579	0.619469
456.579	0.371681

467.105	0.190265
467.105	0.30531
467.105	0.0752212

477.632	0.340708
477.632	0.455752
478.947	0.216814

488.158	0.411504
489.474	0.544248
488.158	0.269912

498.684	0.336283
498.684	0.464602
500	0.216814

511.842	0.446903
511.842	0.575221
510.526	0.314159

522.368	0.584071
522.368	0.721239
521.053	0.455752

532.895	0.853982
532.895	0.995575
532.895	0.707965

544.737	1.00442
544.737	1.15044
544.737	0.862832

553.947	0.960177
553.947	1.10177
555.263	0.814159

565.789	0.783186
565.789	0.911504
565.789	0.650442

576.316	0.433628
576.316	0.553097
576.316	0.318584

588.158	0.0265487
586.842	0.119469
588.158	-0.0663717

600	0.376106
600	0.49115
598.684	0.256637

610.526	0.0973451
610.526	0.199115
610.526	-0.00884956

621.053	0.110619
621.053	0.19469
621.053	0.00442478

631.579	0.119469
631.579	0.216814
631.579	0.0221239

719.737	-0.0752212
719.737	0.00884956
719.737	-0.172566

730.263	0.0486726
730.263	0.128319
730.263	-0.0353982

742.105	0.0265487
742.105	0.110619
742.105	-0.0575221

752.632	0.190265
751.316	0.274336
751.316	0.10177

763.158	-0.0221239
763.158	0.0619469
763.158	-0.106195

775	-0.0663717
775	0.00884956
775	-0.146018

785.526	0.119469
785.526	0.199115
785.526	0.0309735

797.368	0.119469
797.368	0.216814
797.368	0.0221239

806.579	0.00442478
807.895	0.0973451
807.895	-0.0840708
