1.51928e-05 0
1.70609e-05 0
1.91587e-05 0
2.15144e-05 0
2.41598e-05 0
2.71305e-05 0
3.04665e-05 0
3.42127e-05 0
3.84194e-05 0
4.31435e-05 0
4.84484e-05 0
5.44056e-05 0
6.10953e-05 0
6.86076e-05 0
7.70436e-05 0
8.65168e-05 0
9.71549e-05 0
0.000109101 0
0.000122516 0
0.000137581 0
0.000154498 0
0.000173495 0
0.000194828 0
0.000218783 0
0.000245685 0
0.000275894 0
0.000309818 0
0.000347914 0
0.000390693 0
0.000438733 0
0.000492679 1.42528e-28
0.000553259 1.11345e-27
0.000621288 3.03482e-27
0.000697681 5.60991e-27
0.000783468 8.48984e-27
0.000879803 1.13971e-26
0.000987983 1.4148e-26
0.00110947 1.66398e-26
0.00124589 1.88282e-26
0.00139908 2.07071e-26
0.00157111 2.22933e-26
0.00176429 2.36153e-26
0.00198123 2.47063e-26
0.00222484 2.55997e-26
0.00249841 2.63272e-26
0.00280561 2.69169e-26
0.00315059 2.73936e-26
0.00353799 2.77784e-26
0.00397302 2.80889e-26
0.00446154 2.83399e-26
0.00501013 2.85435e-26
0.00562617 2.87098e-26
0.00631797 2.88468e-26
0.00709482 2.89612e-26
0.0079672 2.90582e-26
0.00894685 2.91423e-26
0.010047 2.92169e-26
0.0112823 2.92849e-26
0.0126696 2.93484e-26
0.0142274 2.94094e-26
0.0159769 2.94692e-26
0.0179414 2.95291e-26
0.0201474 2.95899e-26
0.0226248 2.96526e-26
0.0254067 2.97176e-26
0.0285307 2.97854e-26
0.0320388 2.98565e-26
0.0359783 2.99312e-26
0.0404022 3.00096e-26
0.0453701 3.00921e-26
0.0509488 3.01787e-26
0.0572134 3.02697e-26
0.0642484 3.03651e-26
0.0721483 3.04649e-26
0.0810197 3.05694e-26
0.0909819 3.06784e-26
0.102169 3.07921e-26
0.114732 3.09105e-26
0.128839 3.10337e-26
0.144681 3.11615e-26
0.162471 3.12942e-26
0.182448 3.14316e-26
0.204882 3.15738e-26
0.230075 3.17209e-26
0.258365 3.18727e-26
0.290133 3.20293e-26
0.325808 3.21908e-26
0.365869 3.23571e-26
0.410856 3.25282e-26
0.461375 3.27042e-26
0.518106 3.2885e-26
0.581812 3.30706e-26
0.653351 3.32611e-26
0.733687 3.34564e-26
0.823901 3.36565e-26
0.925208 3.38615e-26
1.03897 3.40713e-26
1.16672 3.42859e-26
1.31018 3.45054e-26
1.47128 3.47298e-26
1.65219 3.49589e-26
1.85535 3.5193e-26
2.08348 3.54318e-26
2.33966 3.56755e-26
2.62735 3.5924e-26
2.95041 3.61774e-26
3.31319 3.64356e-26
3.72058 3.66987e-26
4.17806 3.69666e-26
4.69179 3.72393e-26
5.26869 3.75169e-26
5.91653 3.77993e-26
6.64403 3.80866e-26
7.46098 3.83787e-26
8.37838 3.86757e-26
9.40858 3.89775e-26
10.5655 3.92841e-26
11.8646 3.95956e-26
13.3235 3.99119e-26
14.9617 4.0233e-26
16.8014 4.0559e-26
18.8673 4.08899e-26
21.1872 4.12256e-26
23.7924 4.15661e-26
26.7179 4.19114e-26
30.0031 4.22616e-26
33.6923 4.26167e-26
37.8351 4.29766e-26
42.4873 4.33413e-26
47.7115 4.37109e-26
53.5782 4.40853e-26
60.1661 4.44646e-26
67.5641 4.48486e-26
75.8718 4.52376e-26
85.201 4.56314e-26
95.6773 4.603e-26
107.442 4.64334e-26
120.653 4.68417e-26
135.488 4.72549e-26
152.148 4.76729e-26
170.856 4.80957e-26
191.864 4.85234e-26
215.456 4.89559e-26
241.948 4.93932e-26
271.698 4.98354e-26
305.106 5.02825e-26
342.622 5.07343e-26
384.751 5.11911e-26
432.06 5.16526e-26
485.186 5.2119e-26
544.844 5.25903e-26
611.838 5.30664e-26
687.07 5.35473e-26
771.552 5.4033e-26
866.422 5.45237e-26
972.957 5.50191e-26
1092.59 5.55194e-26
1226.94 5.60245e-26
1377.8 5.65345e-26
1547.21 5.70493e-26
1737.46 5.7569e-26
1951.1 5.80935e-26
2191 5.86228e-26
2460.41 5.9157e-26
2762.94 5.9696e-26
3102.67 6.02399e-26
3484.18 6.07886e-26
3912.59 6.13421e-26
4393.68 6.19005e-26
4933.93 6.24638e-26
5540.6 6.30318e-26
6221.88 6.36047e-26
6986.92 6.41825e-26
7846.03 6.47651e-26
8810.77 6.53525e-26
9894.15 6.59448e-26
11110.7 6.65419e-26
12476.9 6.71439e-26
14011.1 6.77507e-26
15733.9 6.83623e-26
17668.5 6.89788e-26
19841 6.96002e-26
22280.7 7.02263e-26
25020.3 7.08573e-26
28096.8 7.14932e-26
31551.5 7.21339e-26
35431.1 7.27794e-26
39787.7 7.34298e-26
44680 7.4085e-26
50173.9 7.47451e-26
56343.2 7.541e-26
63271.2 7.60797e-26
71051 7.67543e-26
79787.4 7.74337e-26
89598.1 7.8118e-26
100615 7.88071e-26
112987 7.95011e-26
126880 8.01999e-26
142481 8.09035e-26
160000 8.1612e-26
