5.39 215.5 15.14 0.56
5.39 231.5 16.19 0.65
6.31 215.5 31.17 0.87
6.31 231.5 31.36 0.97
7.37 215.5 40.19 0.56
7.37 231.5 41.92 0.66
7.41 330.8 36.39 2.25
7.41 346.8 30.7 1.99
8.37 215.5 41.19 0.47
8.37 231.5 41.44 0.56
8.38 344.8 26.74 1.42
8.38 360.8 22.79 1.63
9.26 243.3 35.21 0.75
9.26 259.3 36.1 1.0
9.28 341.5 22.85 1.53
9.28 357.5 25.84 2.5
10.26 243.3 36.6 0.81
10.26 259.3 31.21 0.92
10.26 341.5 19.49 1.47
10.26 357.5 17.42 2.8
11.26 243.3 22.14 1.05
11.26 259.3 20.02 1.28
13.3 215.5 35.67 0.81
13.3 231.5 32.94 1.01
14.36 344.8 26.85 2.22
14.36 360.8 26.13 2.77
14.37 215.5 42.05 0.5
14.37 231.5 38.71 0.58
15.23 225.0 30.82 2.41
15.23 233.0 28.64 4.0
15.23 241.0 27.41 3.21
15.23 249.0 15.4 4.74
17.29 234.6 36.57 1.55
17.29 250.6 34.04 1.81
18.4 217.5 52.52 0.55
18.4 233.5 49.32 0.65
19.25 193.5 59.27 1.49
19.25 202.0 56.03 1.5
19.25 209.5 55.09 1.39
19.25 218.0 54.54 1.33
20.28 215.5 50.6 1.69
20.28 231.5 49.16 1.84
20.28 267.0 41.69 1.62
20.28 283.0 37.84 1.63
24.39 215.5 55.57 0.53
24.39 231.5 53.2 0.6
24.4 333.0 23.98 1.39
24.4 349.0 28.46 1.37
26.26 215.6 38.83 1.2
26.26 231.6 34.1 1.33
31.2 230.6 36.76 1.12
31.2 246.6 31.41 1.42
35.34 215.5 21.59 0.89
35.34 231.5 20.63 1.04
36.34 215.5 24.32 1.19
36.34 231.5 20.79 1.42
39.25 217.0 18.34 1.65
39.25 233.0 19.74 1.76
39.26 264.0 17.61 2.79
39.26 280.0 8.27 2.93
41.24 217.0 12.58 1.5
41.24 225.0 8.91 1.9
41.24 233.0 15.08 1.73
41.24 241.0 9.64 2.13
44.24 230.6 9.42 1.61
44.24 234.6 8.04 2.51
44.24 246.3 10.43 2.13
44.24 250.6 10.06 3.24
45.23 217.0 8.28 2.24
45.23 233.0 10.55 2.39
45.23 264.0 8.35 3.27
45.23 280.0 5.7 3.49
47.24 230.6 11.47 2.81
47.24 234.6 10.81 4.39
47.24 246.6 11.65 3.76
47.24 250.6 5.6 5.37
48.31 217.5 7.63 1.11
48.31 233.5 5.73 1.32
76.27 215.5 1.33 0.55
76.27 231.5 0.61 0.63
76.27 335.0 2.27 1.87
76.27 351.0 0.32 1.76
10.48 5.5 0.15 0.15
10.48 9.0 0.27 0.06
10.48 34.0 5.6 0.16
13.47 5.5 0.22 0.05
13.47 9.0 0.52 0.04
13.47 16.7 1.5 0.1
13.47 21.2 2.3 0.3
13.47 34.0 7.6 0.5
17.47 5.5 0.41 0.04
17.47 9.0 0.99 0.03
19.615 34.0 14.26 0.21
28.44 34.0 30.59 0.2
34.43 34.0 42.68 0.19
81.37 34.0 6.97 0.09
14.03 336.5 29.4 2.94
14.03 338.5 29.1 2.91
14.03 348.5 28.49 2.85
14.03 350.5 28.29 2.83
14.14 398.0 26.46 2.65
14.14 400.0 26.21 2.62
14.14 410.0 25.69 2.57
14.14 412.0 25.95 2.6
22.02 90.5 91.18 4.6
22.02 92.5 92.31 4.6
22.02 102.5 93.97 4.7
22.02 104.5 93.57 4.7
22.04 138.0 85.1 4.3
22.04 140.0 84.58 4.2
22.04 150.0 80.62 4.0
22.04 152.0 79.71 4.0
23.06 671.0 31.5 6.3
