     10.27   2.4247e-12    +0.0000e+00   -2.1822e-12
     21.29   1.3247e-12    +6.5227e-13   -6.5307e-13
     37.16   1.7098e-12    +4.3891e-13   -4.3643e-13
     66.36   1.5793e-12    +3.5834e-13   -3.5396e-13
    126.20   1.8836e-12    +4.2587e-13   -4.0387e-13
    220.03   5.5466e-13    +2.4930e-13   -2.5886e-13
