5.171140e+013	1.078151e-011 1.998267e-011 3.487255e-012
7.759628e+013	2.580862e-012 4.370417e-012 8.733262e-013
1.224975e+014	2.187103e-012 3.091691e-012 1.371687e-012
2.034443e+014	1.853420e-012 2.504337e-012 1.216094e-012
3.211678e+014	1.478886e-012 2.187103e-012 9.275135e-013
4.819329e+014	9.703493e-013 1.693395e-012 5.560298e-013
7.608043e+014	3.138571e-013 9.000121e-013 1.594463e-013
